report_id,owner_id,plant_id,plant_name,period,start_at,end_at,reading_timestamp,power_kw,battery_percentage,grid_export_kw
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:26:00.106834+05:30,97.92,67.08,47.92
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:27:00.107117+05:30,32.81,33.57,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:28:00.106050+05:30,49.11,56.62,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:29:00.105265+05:30,90.33,87.62,40.33
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:30:00.105403+05:30,77.93,69.07,27.93
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:31:00.107006+05:30,99.93,95.48,49.93
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:32:00.106242+05:30,76.67,38.07,26.67
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:33:00.106318+05:30,60.38,86.35,10.38
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:34:00.154191+05:30,54.43,64.3,4.43
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:35:00.106814+05:30,38.58,89.93,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:36:00.106494+05:30,38.59,49.13,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:37:00.106433+05:30,47.22,85.4,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:38:00.106238+05:30,47.78,52.63,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:39:00.163125+05:30,64.24,48.81,14.24
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:40:00.106544+05:30,70.1,97.88,20.1
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:41:00.106655+05:30,94.81,20.88,44.81
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:42:00.107066+05:30,87.84,56.11,37.84
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:43:00.107145+05:30,66.71,59.04,16.71
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:44:00.146520+05:30,30.79,20.08,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:45:00.106264+05:30,86.3,78.24,36.3
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:46:00.118087+05:30,63.3,71.17,13.3
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:47:00.106033+05:30,76.15,56.21,26.15
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:48:00.104522+05:30,44.06,77.25,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:49:00.109388+05:30,52.5,95.65,2.5
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:50:00.105411+05:30,54.29,52.77,4.29
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:51:00.108150+05:30,39.18,62.56,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:52:00.110275+05:30,86.27,43.14,36.27
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:53:00.106503+05:30,89.04,73.83,39.04
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:54:00.106122+05:30,79.36,76.21,29.36
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:55:00.104393+05:30,32.7,23.52,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:56:00.107650+05:30,65.02,44.39,15.02
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:57:00.106647+05:30,83.01,48.62,33.01
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:58:00.104798+05:30,80.08,46.59,30.08
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T11:59:00.108135+05:30,45.89,28.71,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:00:00.104613+05:30,59.9,42.2,9.9
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:01:00.105520+05:30,80.91,85.92,30.91
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:02:00.104366+05:30,90.91,21.63,40.91
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:03:00.107552+05:30,49.1,64.97,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:04:00.107791+05:30,70.43,27.66,20.43
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:05:00.106667+05:30,71.1,60.5,21.1
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:06:00.106155+05:30,61.25,87.66,11.25
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:07:00.106214+05:30,64.28,62.9,14.28
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:08:00.123888+05:30,52.4,28.96,2.4
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:09:00.107966+05:30,96.24,75.82,46.24
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:10:00.107598+05:30,37.25,57.4,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:11:00.105167+05:30,56.36,30.4,6.36
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:12:00.105373+05:30,53.56,42.2,3.56
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:13:00.106898+05:30,77.18,48.65,27.18
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:14:00.108240+05:30,51.99,79.95,1.99
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:15:00.106726+05:30,93.19,49.3,43.19
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:16:00.104592+05:30,81.88,69.74,31.88
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:17:00.107473+05:30,47.87,51.83,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:18:00.107927+05:30,39.45,40.16,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:19:00.104979+05:30,36.39,37.67,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:20:00.110580+05:30,84.11,39.36,34.11
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:21:03.731212+05:30,58.38,86.53,8.38
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:22:00.104832+05:30,77.61,78.66,27.61
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:23:00.106237+05:30,50.94,42.41,0.94
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:24:00.107254+05:30,35.61,65.7,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:25:00.106401+05:30,40.15,47.89,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:26:00.105286+05:30,41.38,31.38,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:27:00.106591+05:30,99.34,68.74,49.34
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:28:00.108922+05:30,69.1,60.65,19.1
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:29:00.107691+05:30,37.04,40.26,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:30:00.109857+05:30,72.67,80.03,22.67
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:31:00.105772+05:30,38.06,39.48,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:32:00.105795+05:30,55.49,88.57,5.49
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:33:00.107409+05:30,87.37,64.49,37.37
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:34:00.110895+05:30,56.89,65.12,6.89
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:35:00.107496+05:30,75.88,87.16,25.88
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:36:00.108765+05:30,45.88,28.84,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:37:00.108021+05:30,88.37,59.24,38.37
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:38:00.108395+05:30,92.88,34.74,42.88
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:39:00.109977+05:30,61.17,29.79,11.17
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:40:00.107761+05:30,54.32,50.07,4.32
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:41:00.122017+05:30,74.78,95.39,24.78
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:42:00.108470+05:30,36.37,71.09,0.0
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:43:00.114199+05:30,72.38,24.66,22.38
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:44:00.107413+05:30,63.59,73.84,13.59
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:45:00.109274+05:30,67.18,56.77,17.18
5,1,1,PLANT 1,WEEKLY,2026-03-09T00:00:00+05:30,2026-03-16T00:00:00+05:30,2026-03-13T12:46:00.109668+05:30,34.96,35.03,0.0
